"source","text"
"الدستور المصري - مادة ١١","تكفل الدولة تحقيق المساواة بين المرأة والرجل في جميع الحقوق المدنية والسياسية والاقتصادية والاجتماعية والثقافية وفقاً لأحكام الدستور. وتعمل الدولة على اتخاذ التدابير الكفيلة بضمان تمثيل المرأة تمثيلاً مناسباً فى المجالس النيابية، على النحو الذى يحدده القانون، كما تكفل للمرأة حقها فى تولى الوظائف العامة ووظائف الإدارة العليا فى الدولة والتعيين فى الجهات والهيئات القضائية، دون تمييز ضدها. وتلتزم الدولة بحماية المرأة ضد كل أشكال العنف، وتكفل تمكين المرأة من التوفيق بين واجبات الأسرة ومتطلبات العمل. كما تلتزم بتوفير الرعاية والحماية للأمومة والطفولة والمرأة المعيلة والمسنة والنساء الأشد احتياجاً."
"الدستور المصري - مادة ١٢","العمل حق، وواجب، وشرف تكفله الدولة. ولا يجوز إلزام أى مواطن بالعمل جبراً، إلا بمقتضى قانون، ولأداء خدمة عامة، لمدة محددة، وبمقابل عادل، ودون إخلال بالحقوق الأساسية للمكلفين بالعمل."
"الدستور المصري - مادة ١٣","تلتزم الدولة بالحفاظ على حقوق العمال، وتعمل على بناء علاقات عمل متوازنة بين طرفى العملية الإنتاجية، وتكفل سبل المفاوضة الجماعية، وتعمل على حماية العمال من مخاطر العمل وتوافر شروط الأمن والسلامة والصحة المهنية، ويحظر فصلهم تعسفياً، وذلك كله على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ١٤","الوظائف العامة حق للمواطنين على أساس الكفاءة، ودون محاباة أو وساطة، وتكليف للقائمين بها لخدمة الشعب، وتكفل الدولة حقوقهم وحمايتهم، وقيامهم بأداء واجباتهم فى رعاية مصالح الشعب، ولا يجوز فصلهم بغير الطريق التأديبى، إلا فى الأحوال التى يحددها القانون."
"الدستور المصري - مادة ١٥","الإضراب السلمي حق ينظمه القانون."
"الدستور المصري - مادة ١٦","تلتزم الدولة بتكريم شهداء الوطن، ورعاية مصابى الثورة، والمحاربين القدماء والمصابين، وأسر المفقودين فى الحرب وما فى حكمها، ومصابى العمليات الأمنية، وأزواجهم وأولادهم ووالديهم، وتعمل على توفير فرص العمل لهم، وذلك على النحو الذى ينظمه القانون. وتشجع الدولة مساهمة منظمات المجتمع المدنى فى تحقيق هذه الأهداف."
"الدستور المصري - مادة ١٧","تكفل الدولة توفير خدمات التأمين الاجتماعى. ولكل مواطن لا يتمتع بنظام التأمين الاجتماعى الحق فى الضمان الاجتماعى، بما يضمن له حياة كريمة، إذا لم يكن قادراً على إعالة نفسه وأسرته، وفى حالات العجز عن العمل والشيخوخة والبطالة. وتعمل الدولة على توفير معاش مناسب لصغار الفلاحين، والعمال الزراعيين والصيادين، والعمالة غير المنتظمة، وفقاً للقانون. وأموال التأمينات والمعاشات أموال خاصة، تتمتع بجميع أوجه الحماية المقررة للأموال العامة، وهى وعوائدها حق للمستفيدين منها، وتستثمر استثماراً آمناً، وتديرها هيئة مستقلة، وفقاً للقانون. وتضمن الدولة أموال التأمينات والمعاشات."
"الدستور المصري - مادة ١٨","لكل مواطن الحق فى الصحة وفى الرعاية الصحية المتكاملة وفقاً لمعايير الجودة، وتكفل الدولة الحفاظ على مرافق الخدمات الصحية العامة التى تقدم خدماتها للشعب ودعمها والعمل على رفع كفاءتها وانتشارها الجغرافى العادل. وتلتزم الدولة بتخصيص نسبة من الإنفاق الحكومى للصحة لا تقل عن 3% من الناتج القومى الإجمالى تتصاعد تدريجياً حتى تتفق مع المعدلات العالمية. وتلتزم الدولة بإقامة نظام تأمين صحى شامل لجميع المصريين يغطى كل الأمراض، وينظم القانون إسهام المواطنين فى اشتراكاته أو إعفاءهم منها طبقاً لمعدلات دخولهم. ويجرم الامتناع عن تقديم العلاج بأشكاله المختلفة لكل إنسان فى حالات الطوارئ أو الخطر على الحياة. وتلتزم الدولة بتحسين أوضاع الأطباء وهيئات التمريض والعاملين فى القطاع الصحى. وتخضع جميع المنشآت الصحية، والمنتجات والمواد ووسائل الدعاية المتعلقة بالصحة لرقابة الدولة، وتشجع الدولة مشاركة القطاعين الخاص والأهلى فى خدمات الرعاية الصحية وفقاً للقانون."
"الدستور المصري - مادة ١٩","التعليم حق لكل مواطن، هدفه بناء الشخصية المصرية، والحفاظ على الهوية الوطنية، وتأصيل المنهج العلمى فى التفكير، وتنمية المواهب وتشجيع الابتكار، وترسيخ القيم الحضارية والروحية، وإرساء مفاهيم المواطنة والتسامح وعدم التمييز، وتلتزم الدولة بمراعاة أهدافه فى مناهج التعليم ووسائله، وتوفيره وفقاً لمعايير الجودة العالمية. والتعليم إلزامى حتى نهاية المرحلة الثانوية أو ما يعادلها، وتكفل الدولة مجانيته بمراحله المختلفة فى مؤسسات الدولة التعليمية، وفقاً للقانون. وتلتزم الدولة بتخصيص نسبة من الإنفاق الحكومى للتعليم لا تقل عن 4% من الناتج القومى الإجمالى، تتصاعد تدريجياً حتى تتفق مع المعدلات العالمية. وتشرف الدولة عليه لضمان التزام جميع المدارس والمعاهد العامة والخاصة بالسياسات التعليمية للدولة."
"الدستور المصري - مادة ٢٠","تلتزم الدولة بتشجيع التعليم الفنى والتقنى والتدريب المهنى وتطويره، والتوسع فى أنواعه كافة، وفقا لمعايير الجودة العالمية، وبما يتناسب مع احتياجات سوق العمل."
"الدستور المصري - مادة ٢١","تكفل الدولة استقلال الجامعات والمجامع العلمية واللغوية، وتوفير التعليم الجامعى وفقاً لمعايير الجودة العالمية، وتعمل على تطوير التعليم الجامعى وتكفل مجانيته فى جامعات الدولة ومعاهدها، وفقاً للقانون. وتلتزم الدولة بتخصيص نسبة من الإنفاق الحكومى للتعليم الجامعى لا تقل عن 2% من الناتج القومى الإجمالى تتصاعد تدريجياً حتى تتفق مع المعدلات العالمية."
"الدستور المصري - مادة ٢٢","المعلمون، وأعضاء هيئة التدريس ومعاونوهم، الركيزة الأساسية للتعليم، تكفل الدولة تنمية كفاءاتهم العلمية، ومهاراتهم المهنية، ورعاية حقوقهم المادية والأدبية، بما يضمن جودة التعليم وتحقيق أهدافه."
"الدستور المصري - مادة ٢٣","تكفل الدولة حرية البحث العلمى وتشجيع مؤسساته، باعتباره وسيلة لتحقيق السيادة الوطنية، وبناء اقتصاد المعرفة، وترعى الباحثين والمخترعين، وتلتزم الدولة بتخصيص نسبة من الإنفاق الحكومى للبحث العلمى لا تقل عن 1% من الناتج القومى الإجمالى تتصاعد تدريجياً حتى تتفق مع المعدلات العالمية."
"الدستور المصري - مادة ٢٤","اللغة العربية والتربية الدينية والتاريخ الوطنى بكل مراحله مواد أساسية فى التعليم قبل الجامعى الحكومى والخاص، وتعمل الجامعات على تدريس حقوق الإنسان والقيم والأخلاق المهنية للتخصصات العلمية المختلفة."
"الدستور المصري - مادة ٢٥","تلتزم الدولة بوضع خطة شاملة للقضاء على الأمية الهجائية والرقمية بين المواطنين فى جميع الأعمار، وتلتزم بوضع آليات تنفيذها بمشاركة مؤسسات المجتمع المدنى، وفقاً لخطة زمنية محددة."
"الدستور المصري - مادة ٢٦","إنشاء الرتب المدنية محظور."
"الدستور المصري - مادة ٢٧","يهدف النظام الاقتصادى إلى تحقيق الرخاء فى البلاد من خلال التنمية المستدامة والعدالة الاجتماعية، بما يكفل رفع معدل النمو الحقيقى للاقتصاد القومى، ورفع مستوى المعيشة، وزيادة فرص العمل وتقليل معدلات البطالة، والقضاء على الفقر. ويلتزم النظام الاقتصادى بمعايير الشفافية والحوكمة، ودعم محاور التنافسية وتشجيع الاستثمار، والنمو المتوازن جغرافياً وقطاعياً وبيئياً، ومنع الممارسات الاحتكارية، مع مراعاة التوازن المالى والتجارى والنظام الضريبى العادل، وضبط آليات السوق، وكفالة الأنواع المختلفة للملكية، والتوازن بين مصالح الأطراف المختلفة، والحفاظ على حقوق العمال."
"الدستور المصري - مادة ٢٨","الأنشطة الاقتصادية الإنتاجية والخدمية والمعلوماتية مقومات أساسية للاقتصاد الوطنى، وتلتزم الدولة بحمايتها، وزيادة تنافسيتها، وتوفير المناخ الجاذب للاستثمار، وتعمل على زيادة الإنتاج، وتشجيع التصدير، وتنظيم الاستيراد."
"الدستور المصري - مادة ٢٩","الزراعة مقوم أساسى للاقتصاد الوطنى. وتلتزم الدولة بحماية الرقعة الزراعية وزيادتها، وتجريم الاعتداء عليها، كما تلتزم بتنمية الريف ورفع مستوى معيشة سكانه وحمايتهم من المخاطر البيئية، وتعمل على تنمية الإنتاج الزراعى والحيوانى، وتشجيع الصناعات التى تقوم عليهما. وتلتزم الدولة بتوفير مستلزمات الإنتاج الزراعى والحيوانى، وشراء المحاصيل الزراعية الأساسية بسعر مناسب يحقق هامش ربح للفلاح، وذلك بالاتفاق مع الاتحادات والنقابات والجمعيات الزراعية، كما تلتزم الدولة بتخصيص نسبة من الأراضى المستصلحة لصغار الفلاحين وشباب الخريجين، وحماية الفلاح والعامل الزراعى من الاستغلال، وذلك كله على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ٣٠","تلتزم الدولة بحماية الثروة السمكية وحماية ودعم الصيادين، وتمكينهم من مزاولة أعمالهم دون إلحاق الضرر بالنظم البيئية، وذلك على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ٣١","أمن الفضاء المعلوماتى جزء أساسى من منظومة الاقتصاد والأمن القومى، وتلتزم الدولة باتخاذ التدابير اللازمة للحفاظ عليه، على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ٣٢","موارد الدولة الطبيعية ملك للشعب، تلتزم الدولة بالحفاظ عليها، وحُسن استغلالها، وعدم استنزافها، ومراعاة حقوق الأجيال القادمة فيها. كما تلتزم الدولة بالعمل على الاستغلال الأمثل لمصادر الطاقة المتجددة، وتحفيز الاستثمار فيها، وتشجيع البحث العلمى المتعلق بها. وتلتزم الدولة باتخاذ التدابير اللازمة للحفاظ على الشواطئ. وتجرم الدولة التعدى على أراضيها، أو استغلالها بالمخالفة للقانون، وينظم القانون أحكام التصرف فيها."
"الدستور المصري - مادة ٣٣","تحمى الدولة الملكية بأنواعها الثلاثة، الملكية العامة، والملكية الخاصة، والملكية التعاونية."
"الدستور المصري - مادة ٣٤","للملكية العامة حرمة، لا يجوز المساس بها، وحمايتها واجب وفقًا للقانون."
"الدستور المصري - مادة ٣٥","الملكية الخاصة مصونة، وحق الإرث فيها مكفول، ولا يجوز فرض الحراسة عليها إلا فى الأحوال المبينة فى القانون، وبحكم قضائى، ولا تنزع الملكية إلا للمنفعة العامة ومقابل تعويض عادل يدفع مقدماً وفقاً للقانون."
"الدستور المصري - مادة ٣٦","تعمل الدولة على تحفيز القطاع الخاص لأداء مسؤليته الاجتماعية فى خدمة الاقتصاد الوطنى والمجتمع."
"الدستور المصري - مادة ٣٧","الملكية التعاونية مصونة، وترعى الدولة التعاونيات، ويكفل القانون حمايتها، ودعمها، ويضمن استقلالها. ولا يجوز حلها أو حل مجالس إدارتها إلا بحكم قضائى."
"الدستور المصري - مادة ٣٨","يهدف النظام الضريبى وغيره من التكاليف العامة إلى تنمية موارد الدولة، وتحقيق العدالة الاجتماعية، والتنمية الاقتصادية. لا يكون إنشاء الضرائب العامة أو تعديلها أو إلغاؤها، إلا بقانون، ولا يجوز الإعفاء منها إلا فى الأحوال المبينة فى القانون. ولا يجوز تكليف أحد أداء غير ذلك من الضرائب، أو الرسوم، إلا فى حدود القانون. ويراعى فى فرض الضرائب أن تكون متعددة المصادر. وتكون الضرائب على دخول الأفراد تصاعدية متعددة الشرائح وفقاً لقدراتهم الضريبية، ويكفل النظام الضريبى تشجيع الأنشطة الاقتصادية كثيفة العمالة، وتحفيز البحث العلمى. وتلتزم الدولة بالنظام الضريبى العادل، وشفافية وحوكمة إجراءاته."
"الدستور المصري - مادة ٣٩","الادخار واجب وطنى تحميه الدولة وتشجعه، وتضمن المدخرات، وفقا لما ينظمه القانون."
"الدستور المصري - مادة ٤٠","المصادرة العامة للأموال محظورة. ولا تجوز المصادرة الخاصة، إلا بحكم قضائى."
"الدستور المصري - مادة ٤١","تلتزم الدولة بتنفيذ برنامج سكانى يهدف إلى تحقيق التوازن بين معدلات النمو السكانى والموارد المتاحة، وتعظيم الاستثمار فى الطاقة البشرية وتحسين خصائصها، وذلك فى إطار تحقيق التنمية المستدامة."
"الدستور المصري - مادة ٤٢","يكون للعاملين نصيب فى إدارة المشروعات وفى أرباحها، ويلتزمون بتنمية الإنتاج وتنفيذ الخطة فى وحداتهم الإنتاجية، والمحافظة على أدواته، ويكون تمثيلهم فى مجالس إدارة الوحدات فى حدود 50% من عدد الأعضاء المنتخبين، وتعمل الدولة على أن يكون تمثيل العمال فى مجالس إدارة وحدات القطاع العام وفقاً للقانون."
"الدستور المصري - مادة ٤٣","تلتزم الدولة بحماية قناة السويس وتنميتها، والحفاظ عليها بصفتها ممراً مائياً دولياً مملوكاً لها، كما تلتزم بتنمية قطاع القناة، باعتباره مركزاً اقتصادياً متميزاً."
"الدستور المصري - مادة ٤٤","تلتزم الدولة بحماية نهر النيل، والحفاظ على حقوق مصر التاريخية المتعلقة به، وترشيد الاستفادة منه وتعظيمها، وعدم إهدار مياهه أو تلويثها. كما تلتزم الدولة بحماية مياهها الجوفية، واتخاذ الوسائل الكفيلة بتحقيق الأمن المائى. ويحظر التعدى على حرم النهر، وينظم القانون وسائل الانتفاع به."
"الدستور المصري - مادة ٤٥","تلتزم الدولة بحماية بحارها وشواطئها وبحيراتها وممراتها المائية ومحمياتها الطبيعية. ويحظر التعدى عليها، أو تلويثها، أو استخدامها فيما يتنافى مع طبيعتها. وحق كل مواطن فى التمتع بها مكفول، وتكفل الدولة حماية وتنمية المساحة الخضراء فى الحضر، والحفاظ على الثروة النباتية والحيوانية والسمكية، وحماية المعرض منها للانقراض أو الخطر، والرفق بالحيوان، وذلك كله على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ٤٦","لكل شخص الحق فى بيئة صحية سليمة، وحمايتها واجب وطنى. وتلتزم الدولة باتخاذ التدابير اللازمة للحفاظ عليها، وعدم الإضرار بها، والاستخدام الرشيد للموارد الطبيعية بما يكفل تحقيق التنمية المستدامة، وضمان حقوق الأجيال القادمة فيها."
"الدستور المصري - مادة ٤٧","تلتزم الدولة بالحفاظ على الهوية الثقافية المصرية بروافدها الحضارية المتنوعة."
"الدستور المصري - مادة ٤٨","الثقافة حق لكل مواطن، تكفله الدولة وتلتزم بدعمه وبإتاحة المواد الثقافية بجميع أنواعها لمختلف فئات الشعب، دون تمييز بسبب القدرة المالية أو الموقع الجغرافى أو غير ذلك. وتولى الدولة اهتماماً خاصاً بالمناطق النائية والفئات الأكثر احتياجاً. وتشجع الدولة حركة الترجمة من العربية وإليها."
"الدستور المصري - مادة ٤٩","تلتزم الدولة بحماية الآثار والحفاظ عليها، ورعاية مناطقها، وصيانتها، وترميمها، واسترداد ما استولى عليه منها، وتنظيم الاتجار فيها والإشراف عليه. ويعد الاعتداء عليها والاتجار فيها جريمة لا تسقط بالتقادم."
"الدستور المصري - مادة ٥٠","تراث مصر الحضارى والثقافى، المادى والمعنوى، بجميع تنوعاته ومراحله الكبرى، المصرية القديمة، والقبطية، والإسلامية، ثروة قومية وإنسانية، تلتزم الدولة بالحفاظ عليه وصيانته، وكذا الرصيد الثقافى المعاصر. ويعد الاعتداء على أى من ذلك جريمة يعاقب عليها القانون. وتولى الدولة اهتماماً خاصاً بالحفاظ على مكونات التعددية الثقافية فى مصر."
"الدستور المصري - مادة ٥١","الكرامة حق لكل إنسان، ولا يجوز المساس بها، وتلتزم الدولة باحترامها وحمايتها."
"الدستور المصري - مادة ٥٢","التعذيب بجميع صوره وأشكاله، جريمة لا تسقط بالتقادم."
"الدستور المصري - مادة ٥٣","المواطنون لدى القانون سواء، وهم متساوون فى الحقوق والحريات والواجبات العامة، لا تمييز بينهم بسبب الدين، أو العقيدة، أو الجنس، أو الأصل، أو العرق، أو اللون، أو اللغة، أو الإعاقة، أو المستوى الاجتماعى، أو الانتماء السياسى أو الجغرافى، أو لأى سبب آخر. التمييز والحض على الكراهية جريمة يعاقب عليها القانون. تلتزم الدولة باتخاذ التدابير اللازمة للقضاء على كافة أشكال التمييز، وينظم القانون إنشاء مفوضية مستقلة لهذا الغرض."
"الدستور المصري - مادة ٥٤","الحرية الشخصية حق طبيعي، وهى مصونة لا تُمس، وفيما عدا حالة التلبس، لا يجوز القبض على أحد، أو تفتيشه، أو حبسه، أو تقييد حريته بأى قيد إلا بأمر قضائى مسبب يستلزمه التحقيق. ويجب أن يُبلغ فوراً كل من تقيد حريته بأسباب ذلك، ويحاط بحقوقه كتابة، ويمكن من الاتصال بذويه وبمحاميه فوراً، وأن يقدم إلى سلطة التحقيق خلال أربع وعشرين ساعة من وقت تقييد حريته. ولا يبدأ التحقيق معه إلا فى حضور محاميه، فإن لم يكن له محام، نُدب له محام، مع توفير المساعدة اللازمة لذوى الإعاقة، وفقاً للإجراءات المقررة فى القانون. ولكل من تقيد حريته، ولغيره، حق التظلم أمام القضاء من ذلك الإجراء، والفصل فيه خلال أسبوع من ذلك الإجراء، وإلا وجب الإفراج عنه فوراً. وينظم القانون أحكام الحبس الاحتياطى، ومدته، وأسبابه، وحالات استحقاق التعويض الذى تلتزم الدولة بأدائه عن الحبس الاحتياطى، أو عن تنفيذ عقوبة صدر حكم بات بإلغاء الحكم المنفذة بموجبه. وفى جميع الأحوال لا يجوز محاكمة المتهم فى الجرائم التى يجوز الحبس فيها إلا بحضور محام موكل أو منتدب."
"الدستور المصري - مادة ٥٥","كل من يقبض عليه، أو يحبس، أو تقيد حريته تجب معاملته بما يحفظ عليه كرامته، ولا يجوز تعذيبه، ولا ترهيبه، ولا إكراهه، ولا إيذاؤه بدنياً أو معنوياً، ولا يكون حجزه أو حبسه إلا فى أماكن مخصصة لذلك لائقة إنسانياً وصحياً، وتلتزم الدولة بتوفير وسائل الإتاحة للأشخاص ذوى الإعاقة. ومخالفة شئ من ذلك جريمة يعاقب مرتكبها وفقاً للقانون. وللمتهم حق الصمت. وكل قول يثبت أنه صدر من محتجز تحت وطأة شئ مما تقدم، أو التهديد بشئ منه، يهدر ولا يعول عليه."
"الدستور المصري - مادة ٥٦","السجن دار إصلاح وتأهيل. تخضع السجون وأماكن الاحتجاز للإشراف القضائى، ويحظر فيها كل ما ينافى كرامة الإنسان، أو يعرض صحته للخطر. وينظم القانون أحكام إصلاح وتأهيل المحكوم عليهم، وتيسير سبل الحياة الكريمة لهم بعد الإفراج عنهم."
"الدستور المصري - مادة ٥٧","للحياة الخاصة حرمة، وهى مصونة لا تمس. وللمراسلات البريدية، والبرقية، والإلكترونية، والمحادثات الهاتفية، وغيرها من وسائل الاتصال حرمة، وسريتها مكفولة، ولا تجوز مصادرتها، أو الاطلاع عليها، أو رقابتها إلا بأمر قضائى مسبب، ولمدة محددة، وفى الأحوال التى يبينها القانون. كما تلتزم الدولة بحماية حق المواطنين فى استخدام وسائل الاتصال العامة بكافة أشكالها، ولا يجوز تعطيلها أو وقفها أو حرمان المواطنين منها، بشكل تعسفى، وينظم القانون ذلك."
"الدستور المصري - مادة ٥٨","للمنازل حرمة، وفيما عدا حالات الخطر، أو الاستغاثة لا يجوز دخولها، ولا تفتيشها، ولا مراقبتها أو التنصت عليها إلا بأمر قضائى مسبب، يحدد المكان، والتوقيت، والغرض منه، وذلك كله فى الأحوال المبينة فى القانون، وبالكيفية التى ينص عليها. ويجب تنبيه من فى المنازل عند دخولها أو تفتيشها، وإطلاعهم على الأمر الصادر فى هذا الشأن."
"الدستور المصري - مادة ٥٩","الحياة الآمنة حق لكل إنسان، وتلتزم الدولة بتوفير الأمن والطمأنينة لمواطنيها، ولكل مقيم على أراضيها."
"الدستور المصري - مادة ٦٠","لجسد الإنسان حرمة، والاعتداء عليه، أو تشويهه، أو التمثيل به جريمة يعاقب عليها القانون. ويحظر الاتجار بأعضائه، ولا يجوز إجراء أية تجربة طبية أو علمية عليه بغير رضاه الحر الموثق، ووفقاً للأسس المستقرة فى مجال العلوم الطبية، على النحو الذى ينظمه القانون."
"الدستور المصري - مادة ٦١","التبرع بالأنسجة والأعضاء هبة للحياة، ولكل إنسان الحق فى التبرع بأعضاء جسده فى أثناء حياته أو بعد مماته بمقتضى موافقة أو وصية موثقة، وتلتزم الدولة بإنشاء آلية لتنظيم قواعد التبرع بالأعضاء وزراعتها وفقاً للقانون."
"الدستور المصري - مادة ٦٢","حرية التنقل، والإقامة، والهجرة مكفولة. ولا يجوز إبعاد أى مواطن عن إقليم الدولة، ولا منعه من العودة إليه. ولا يكون منعه من مغادرة إقليم الدولة، أو فرض الإقامة الجبرية عليه، أو تحديد إقامته، إلا بأمر قضائى مسبب ولمدة محددة. وفى الأحوال المبينة فى القانون."
"الدستور المصري - مادة ٦٣","يحظر التهجير القسرى التعسفى للمواطنين بجميع صوره وأشكاله، ومخالفة ذلك جريمة لا تسقط بالتقادم."
"الدستور المصري - مادة ٦٤","حرية الاعتقاد مطلقة. وحرية ممارسة الشعائر الدينية وإقامة دور العبادة لأصحاب الأديان السماوية، حق ينظمه القانون."
"الدستور المصري - مادة ٦٥","حرية الفكر والرأى مكفولة. ولكل إنسان حق التعبير عن رأيه بالقول، أو الكتابة، أو التصوير، أو غير ذلك من وسائل التعبير والنشر."
"الدستور المصري - مادة ٦٦","حرية البحث العلمى مكفولة، وتلتزم الدولة برعاية الباحثين والمخترعين وحماية ابتكاراتهم والعمل على تطبيقها."
"الدستور المصري - مادة ٦٧","حرية الإبداع الفنى والأدبى مكفولة، وتلتزم الدولة بالنهوض بالفنون والآداب، ورعاية المبدعين وحماية إبداعاتهم، وتوفير وسائل التشجيع اللازمة لذلك. ولا يجوز رفع أو تحريك الدعاوى لوقف أو مصادرة الأعمال الفنية والأدبية والفكرية أو ضد مبدعيها إلا عن طريق النيابة العامة، ولا توقع عقوبة سالبة للحرية فى الجرائم التى ترتكب بسبب علانية المنتج الفنى أو الأدبى أو الفكرى، أما الجرائم المتعلقة بالتحريض على العنف أو التمييز بين المواطنين أو الطعن فى أعراض الأفراد، فيحدد القانون عقوباتها. وللمحكمة فى هذه الأحوال إلزام المحكوم عليه بتعويض جزائى للمضرور من الجريمة، بجانب التعويضات الأصلية المستحقة له عما لحقه من أضرار."
"الدستور المصري - مادة ٦٨","المعلومات والبيانات والإحصاءات والوثائق الرسمية ملك للشعب، والإفصاح عنها من مصادرها المختلفة، حق تكفله الدولة لكل مواطن، وتلتزم الدولة بتوفيرها وإتاحتها للمواطنين بشفافية، وينظم القانون ضوابط الحصول عليها وإتاحتها وسريتها، وقواعد إيداعها وحفظها، والتظلم من رفض إعطائها، كما يحدد عقوبة حجب المعلومات أو إعطاء معلومات مغلوطة عمداً."
"الدستور المصري - مادة ٦٩","تلتزم الدولة بحماية حقوق الملكية الفكرية بشتى أنواعها فى كافة المجالات، وتُنشئ جهازاً مختصاً لرعاية هذه الحقوق وحمايتها القانونية، وينظم القانون ذلك."
"الدستور المصري - مادة ٧٠","حرية الصحافة والطباعة والنشر الورقى والمرئى والمسموع والإلكترونى مكفولة، وللمصريين من أشخاص طبيعية أو اعتبارية، عامة أو خاصة، حق إصدار الصحف وإنشاء وسائل الإعلام المرئية والمسموعة، ووسائط الإعلام الرقمى. وتصدر الصحف بمجرد الإخطار على النحو الذى ينظمه القانون. وينظم القانون إجراءات إنشاء وتملك المحطات الإذاعية والمرئية والصحف الإلكترونية."
"الدستور المصري - مادة ٧١","يحظر بأى وجه فرض رقابة على الصحف ووسائل الإعلام المصرية أو مصادرتها أو وقفها أو إغلاقها. ويجوز استثناء فرض رقابة محددة عليها فى زمن الحرب أو التعبئة العامة. ولا توقع عقوبة سالبة للحرية فى الجرائم التى ترتكب بطريق النشر أو العلانية، أما الجرائم المتعلقة بالتحريض على العنف أو بالتمييز بين المواطنين أو بالطعن فى أعراض الأفراد، فيحدد القانون عقوباتها."
"الدستور المصري - مادة ٧٢","تلتزم الدولة بضمان استقلال الصحف ووسائل الإعلام المملوكة لها، بما يكفل حيادها، وتعبيرها عن كل الآراء والاتجاهات السياسية والفكرية والمصالح الاجتماعية، ويضمن المساواة وتكافؤ الفرص فى مخاطبة الرأى العام."
"الدستور المصري - مادة ٧٣","للمواطنين حق تنظيم الاجتماعات العامة، والمواكب والتظاهرات، وجميع أشكال الاحتجاجات السلمية، غير حاملين سلاحًا من أي نوع، بإخطار على النحو الذي ينظمه القانون. وحق الاجتماع الخاص سلمياً مكفول، دون حاجة إلى إخطار سابق، ولا يجوز لرجال الأمن حضوره أو مراقبته، أو التنصت عليه."
"الدستور المصري - مادة ٧٤","للمواطنين حق تكوين الأحزاب السياسية، بإخطار ينظمه القانون. ولا يجوز مباشرة أى نشاط سياسى، أو قيام أحزاب سياسية على أساس دينى، أو بناء على التفرقة بسبب الجنس أو الأصل أو على أساس طائفى أو جغرافى، أو ممارسة نشاط معادى لمبادئ الديمقراطية، أو سرى، أو ذى طابع عسكرى أو شبه عسكرى. ولا يجوز حل الأحزاب إلا بحكم قضائى."
"الدستور المصري - مادة ٧٥","للمواطنين حق تكوين الجمعيات والمؤسسات الأهلية على أساس ديمقراطى، وتكون لها الشخصية الاعتبارية بمجرد الإخطار. وتمارس نشاطها بحرية، ولا يجوز للجهات الإدارية التدخل فى شئونها، أو حلها أو حل مجالس إدارتها أو مجالس أمنائها إلا بحكم قضائى. ويحظر إنشاء أو استمرار جمعيات أو مؤسسات أهلية يكون نظامها أو نشاطها سرياً أو ذا طابع عسكرى أو شبه عسكرى، وذلك كله على النحو الذى ينظمه القانون."
